Home_team,Season,attendance,Week
Cincinnati Bengals,2001,64217,5
Cleveland Browns,2001,64217,5
Dallas Cowboys,2001,63941,5
Denver Broncos,2001,61837,5
Washington Redskins,2001,63941,5
Tennessee Titans,2001,68798,5
Chicago Bears,2001,66944,5
Detroit Lions,2001,64048,5
San Diego Chargers,2001,67521,6
New England Patriots,2001,56022,6
Philadelphia Eagles,2001,78821,6
Oakland Raiders,2001,Bye,6
New York Jets,2001,78766,6
New York Giants,2001,78821,6
New Orleans Saints,2001,70020,6
Minnesota Vikings,2001,64165,6
Kansas City Chiefs,2001,35916,6
Jacksonville Jaguars,2001,58893,6
Indianapolis Colts,2001,56022,6
San Francisco 49ers,2001,Bye,6
Pittsburgh Steelers,2001,65588,6
Seattle Seahawks,2001,Bye,6
Miami Dolphins,2001,Bye,6
Tampa Bay Buccaneers,2001,65588,6
Green Bay Packers,2001,64165,6
Arizona Cardinals,2001,35916,6
Atlanta Falcons,2001,70020,6
Baltimore Ravens,2001,72818,6
Buffalo Bills,2001,58893,6
St. Louis Rams,2001,78766,6
Carolina Panthers,2001,74480,6
Cincinnati Bengals,2001,63408,6
Cleveland Browns,2001,72818,6
Dallas Cowboys,2001,Bye,6
Denver Broncos,2001,67521,6
Washington Redskins,2001,74480,6
Tennessee Titans,2001,76940,6
Chicago Bears,2001,63408,6
Detroit Lions,2001,76940,6
San Diego Chargers,2001,63698,7
New England Patriots,2001,74750,7
Philadelphia Eagles,2001,65342,7
Oakland Raiders,2001,65342,7
New York Jets,2001,72642,7
New York Giants,2001,80316,7
New Orleans Saints,2001,66189,7
Minnesota Vikings,2001,65558,7
Kansas City Chiefs,2001,74212,7
Jacksonville Jaguars,2001,69439,7
Indianapolis Colts,2001,74212,7
San Francisco 49ers,2001,66944,7
Pittsburgh Steelers,2001,63763,7
Seattle Seahawks,2001,59108,7
Miami Dolphins,2001,59108,7
Tampa Bay Buccaneers,2001,65558,7
Green Bay Packers,2001,Bye,7
Arizona Cardinals,2001,63114,7
Atlanta Falcons,2001,Bye,7
Baltimore Ravens,2001,69439,7
Buffalo Bills,2001,63698,7
St. Louis Rams,2001,66189,7
Carolina Panthers,2001,72642,7
Cincinnati Bengals,2001,69343,7
Cleveland Browns,2001,Bye,7
Dallas Cowboys,2001,63114,7
Denver Broncos,2001,74750,7
Washington Redskins,2001,80316,7
Tennessee Titans,2001,63763,7
Chicago Bears,2001,66944,7
Detroit Lions,2001,69343,7
San Diego Chargers,2001,58789,8
New England Patriots,2001,44229,8
Philadelphia Eagles,2001,33430,8
Oakland Raiders,2001,62637,8
New York Jets,2001,70020,8
New York Giants,2001,78673,8
New Orleans Saints,2001,70020,8
Minnesota Vikings,2001,Bye,8
Kansas City Chiefs,2001,58789,8
Jacksonville Jaguars,2001,68798,8
Indianapolis Colts,2001,63786,8
San Francisco 49ers,2001,67605,8
Pittsburgh Steelers,2001,62906,8
Seattle Seahawks,2001,82352,8
Miami Dolphins,2001,72597,8
Tampa Bay Buccaneers,2001,59861,8
Green Bay Packers,2001,59861,8
Arizona Cardinals,2001,33430,8
Atlanta Falcons,2001,44229,8
Baltimore Ravens,2001,62906,8
Buffalo Bills,2001,63786,8
St. Louis Rams,2001,Bye,8
Carolina Panthers,2001,72597,8
Cincinnati Bengals,2001,Bye,8
Cleveland Browns,2001,66944,8
Dallas Cowboys,2001,78673,8
Denver Broncos,2001,62637,8
Washington Redskins,2001,82352,8
Tennessee Titans,2001,68798,8
Chicago Bears,2001,66944,8
Detroit Lions,2001,67605,8
San Diego Chargers,2001,74951,9
New England Patriots,2001,60292,9
Philadelphia Eagles,2001,65638,9
Oakland Raiders,2001,67231,9
New York Jets,2001,78234,9
New York Giants,2001,36917,9
New Orleans Saints,2001,68083,9
Minnesota Vikings,2001,65638,9
Kansas City Chiefs,2001,78234,9
Jacksonville Jaguars,2001,57161,9
Indianapolis Colts,2001,57127,9
San Francisco 49ers,2001,68083,9
Pittsburgh Steelers,2001,73218,9
Seattle Seahawks,2001,67231,9
Miami Dolphins,2001,57127,9
Tampa Bay Buccaneers,2001,74268,9
Green Bay Packers,2001,66944,9
Arizona Cardinals,2001,36917,9
Atlanta Falcons,2001,69010,9
Baltimore Ravens,2001,68798,9
Buffalo Bills,2001,60292,9
St. Louis Rams,2001,66069,9
Carolina Panthers,2001,66069,9
Cincinnati Bengals,2001,57161,9
Cleveland Browns,2001,73218,9
Dallas Cowboys,2001,69010,9
Denver Broncos,2001,74951,9
Washington Redskins,2001,Bye,9
Tennessee Titans,2001,68798,9
Chicago Bears,2001,66944,9
Detroit Lions,2001,74268,9
Washington Redskins,2002,85140,1
Tennessee Titans,2002,68804,1
Arizona Cardinals,2002,85140,1
Dallas Cowboys,2002,69604,1
Cleveland Browns,2002,72938,1
Cincinnati Bengals,2002,53705,1
Chicago Bears,2002,63226,1
Carolina Panthers,2002,70386,1
Buffalo Bills,2002,72751,1
Atlanta Falcons,2002,63127,1
Baltimore Ravens,2002,70386,1
Denver Broncos,2002,75710,1
Detroit Lions,2002,72216,1
Green Bay Packers,2002,63127,1
Houston Texans,2002,69604,1
Indianapolis Colts,2002,56595,1
Kansas City Chiefs,2002,72938,1
Jacksonville Jaguars,2002,56595,1
Pittsburgh Steelers,2002,68436,1
Minnesota Vikings,2002,63226,1
New England Patriots,2002,68436,1
New Orleans Saints,2002,65554,1
New York Giants,2002,78748,1
New York Jets,2002,72751,1
Oakland Raiders,2002,53260,1
Philadelphia Eagles,2002,68804,1
Miami Dolphins,2002,72216,1
San Diego Chargers,2002,53705,1
San Francisco 49ers,2002,78748,1
Seattle Seahawks,2002,53260,1
St. Louis Rams,2002,75710,1
Tampa Bay Buccaneers,2002,65554,1
Washington Redskins,2002,66665,10
Tennessee Titans,2002,68804,10
Arizona Cardinals,2002,29252,10
Dallas Cowboys,2002,Bye,10
Cleveland Browns,2002,Bye,10
Cincinnati Bengals,2002,69024,10
Chicago Bears,2002,63105,10
Carolina Panthers,2002,72566,10
Buffalo Bills,2002,Bye,10
Atlanta Falcons,2002,62779,10
Baltimore Ravens,2002,69024,10
Denver Broncos,2002,76643,10
Detroit Lions,2002,63313,10
Green Bay Packers,2002,63313,10
Houston Texans,2002,68804,10
Indianapolis Colts,2002,65660,10
Kansas City Chiefs,2002,67881,10
Jacksonville Jaguars,2002,66665,10
Pittsburgh Steelers,2002,62779,10
Minnesota Vikings,2002,64005,10
New England Patriots,2002,63105,10
New Orleans Saints,2002,72566,10
New York Giants,2002,64005,10
New York Jets,2002,78920,10
Oakland Raiders,2002,76643,10
Philadelphia Eagles,2002,65660,10
Miami Dolphins,2002,78920,10
San Diego Chargers,2002,66093,10
San Francisco 49ers,2002,67881,10
Seattle Seahawks,2002,29252,10
St. Louis Rams,2002,66093,10
Tampa Bay Buccaneers,2002,Bye,10
Washington Redskins,2002,78727,11
Tennessee Titans,2002,68804,11
Arizona Cardinals,2002,64990,11
Dallas Cowboys,2002,57057,11
Cleveland Browns,2002,64060,11
Cincinnati Bengals,2002,64060,11
Chicago Bears,2002,66250,11
Carolina Panthers,2002,65527,11
Buffalo Bills,2002,77951,11
Atlanta Falcons,2002,70382,11
Baltimore Ravens,2002,73013,11
Denver Broncos,2002,65495,11
Detroit Lions,2002,61720,11
Green Bay Packers,2002,64153,11
Houston Texans,2002,69711,11
Indianapolis Colts,2002,57057,11
Kansas City Chiefs,2002,77951,11
Jacksonville Jaguars,2002,69711,11
Pittsburgh Steelers,2002,68804,11
Minnesota Vikings,2002,64153,11
New England Patriots,2002,62552,11
New Orleans Saints,2002,70382,11
New York Giants,2002,78727,11
New York Jets,2002,61720,11
Oakland Raiders,2002,62552,11
Philadelphia Eagles,2002,64990,11
Miami Dolphins,2002,73013,11
San Diego Chargers,2002,67161,11
San Francisco 49ers,2002,67161,11
Seattle Seahawks,2002,65495,11
St. Louis Rams,2002,66250,11
Tampa Bay Buccaneers,2002,65527,11
Washington Redskins,2002,79823,12
Tennessee Titans,2002,69365,12
Arizona Cardinals,2002,58814,12
Dallas Cowboys,2002,62204,12
Cleveland Browns,2002,68295,12
Cincinnati Bengals,2002,60473,12
Chicago Bears,2002,62375,12
Carolina Panthers,2002,72533,12
Buffalo Bills,2002,78745,12
Atlanta Falcons,2002,72533,12
Baltimore Ravens,2002,69365,12
Denver Broncos,2002,75075,12
Detroit Lions,2002,62375,12
Green Bay Packers,2002,65672,12
Houston Texans,2002,70054,12
Indianapolis Colts,2002,75075,12
Kansas City Chiefs,2002,56250,12
Jacksonville Jaguars,2002,62204,12
Pittsburgh Steelers,2002,60473,12
Minnesota Vikings,2002,68436,12
New England Patriots,2002,68436,12
New Orleans Saints,2002,68295,12
New York Giants,2002,70054,12
New York Jets,2002,78745,12
Oakland Raiders,2002,58814,12
Philadelphia Eagles,2002,67919,12
Miami Dolphins,2002,73138,12
San Diego Chargers,2002,73138,12
San Francisco 49ers,2002,67919,12
Seattle Seahawks,2002,56250,12
St. Louis Rams,2002,79823,12
Tampa Bay Buccaneers,2002,65672,12
Washington Redskins,2002,63606,13
Tennessee Titans,2002,78640,13
Arizona Cardinals,2002,77809,13
Dallas Cowboys,2002,63606,13
Cleveland Browns,2002,72718,13
Cincinnati Bengals,2002,44878,13
Chicago Bears,2002,64196,13
Carolina Panthers,2002,72718,13
Buffalo Bills,2002,73287,13
Atlanta Falcons,2002,63947,13
Baltimore Ravens,2002,44878,13
Denver Broncos,2002,66357,13
Detroit Lions,2002,62109,13
Green Bay Packers,2002,64196,13
Houston Texans,2002,56820,13
Indianapolis Colts,2002,56820,13
Kansas City Chiefs,2002,77809,13
Jacksonville Jaguars,2002,55260,13
Pittsburgh Steelers,2002,55260,13
Minnesota Vikings,2002,63947,13
New England Patriots,2002,62109,13
New Orleans Saints,2002,68226,13
New York Giants,2002,78640,13
New York Jets,2002,62257,13
Oakland Raiders,2002,62257,13
Philadelphia Eagles,2002,65552,13
Miami Dolphins,2002,73287,13
San Diego Chargers,2002,66357,13
San Francisco 49ers,2002,67594,13
Seattle Seahawks,2002,67594,13
St. Louis Rams,2002,65552,13
Tampa Bay Buccaneers,2002,68226,13
Washington Redskins,2002,78635,14
Tennessee Titans,2002,68804,14
Arizona Cardinals,2002,28640,14
Dallas Cowboys,2002,64097,14
Cleveland Browns,2002,46267,14
Cincinnati Bengals,2002,66799,14
Chicago Bears,2002,73609,14
Carolina Panthers,2002,66799,14
Buffalo Bills,2002,68436,14
Atlanta Falcons,2002,65648,14
Baltimore Ravens,2002,69334,14
Denver Broncos,2002,78521,14
Detroit Lions,2002,28640,14
Green Bay Packers,2002,64070,14
Houston Texans,2002,58551,14
Indianapolis Colts,2002,68804,14
Kansas City Chiefs,2002,78601,14
Jacksonville Jaguars,2002,46267,14
Pittsburgh Steelers,2002,58551,14
Minnesota Vikings,2002,64070,14
New England Patriots,2002,68436,14
New Orleans Saints,2002,69334,14
New York Giants,2002,78635,14
New York Jets,2002,78521,14
Oakland Raiders,2002,67968,14
Philadelphia Eagles,2002,59862,14
Miami Dolphins,2002,73609,14
San Diego Chargers,2002,67968,14
San Francisco 49ers,2002,64097,14
Seattle Seahawks,2002,59862,14
St. Louis Rams,2002,78601,14
Tampa Bay Buccaneers,2002,65648,14
Washington Redskins,2002,65615,15
Tennessee Titans,2002,68809,15
Arizona Cardinals,2002,65939,15
Dallas Cowboys,2002,78698,15
Cleveland Browns,2002,73098,15
Cincinnati Bengals,2002,42092,15
Chicago Bears,2002,62226,15
Carolina Panthers,2002,58586,15
Buffalo Bills,2002,61838,15
Atlanta Falcons,2002,69551,15
Baltimore Ravens,2002,70108,15
Denver Broncos,2002,75947,15
Detroit Lions,2002,61942,15
Green Bay Packers,2002,67947,15
Houston Texans,2002,70108,15
Indianapolis Colts,2002,73098,15
Kansas City Chiefs,2002,75947,15
Jacksonville Jaguars,2002,42092,15
Pittsburgh Steelers,2002,58586,15
Minnesota Vikings,2002,67851,15
New England Patriots,2002,68809,15
New Orleans Saints,2002,67851,15
New York Giants,2002,78698,15
New York Jets,2002,62226,15
Oakland Raiders,2002,73572,15
Philadelphia Eagles,2002,65615,15
Miami Dolphins,2002,73572,15
San Diego Chargers,2002,61838,15
San Francisco 49ers,2002,67947,15
Seattle Seahawks,2002,69551,15
St. Louis Rams,2002,65939,15
Tampa Bay Buccaneers,2002,61942,15
Washington Redskins,2002,70291,16
Tennessee Titans,2002,51033,16
Arizona Cardinals,2002,44051,16
Dallas Cowboys,2002,63209,16
Cleveland Browns,2002,69348,16
Cincinnati Bengals,2002,43544,16
Chicago Bears,2002,72602,16
Carolina Panthers,2002,72602,16
Buffalo Bills,2002,64106,16
Atlanta Falcons,2002,69307,16
Baltimore Ravens,2002,69348,16
Denver Broncos,2002,62592,16
Detroit Lions,2002,69307,16
Green Bay Packers,2002,64106,16
Houston Texans,2002,70291,16
Indianapolis Colts,2002,56579,16
Kansas City Chiefs,2002,77899,16
Jacksonville Jaguars,2002,51033,16
Pittsburgh Steelers,2002,65684,16
Minnesota Vikings,2002,64285,16
New England Patriots,2002,68436,16
New Orleans Saints,2002,43544,16
New York Giants,2002,56579,16
New York Jets,2002,68436,16
Oakland Raiders,2002,62592,16
Philadelphia Eagles,2002,63209,16
Miami Dolphins,2002,64285,16
San Diego Chargers,2002,77899,16
San Francisco 49ers,2002,44051,16
Seattle Seahawks,2002,63953,16
St. Louis Rams,2002,63953,16
Tampa Bay Buccaneers,2002,65684,16
Washington Redskins,2002,84142,17
Tennessee Titans,2002,70694,17
Arizona Cardinals,2002,75164,17
Dallas Cowboys,2002,84142,17
Cleveland Browns,2002,73528,17
Cincinnati Bengals,2002,47850,17
Chicago Bears,2002,55832,17
Carolina Panthers,2002,66946,17
Buffalo Bills,2002,47850,17
Atlanta Falcons,2002,73528,17
Baltimore Ravens,2002,61961,17
Denver Broncos,2002,75164,17
Detroit Lions,2002,60233,17
Green Bay Packers,2002,78733,17
Houston Texans,2002,70694,17
Indianapolis Colts,2002,56755,17
Kansas City Chiefs,2002,62078,17
Jacksonville Jaguars,2002,56755,17
Pittsburgh Steelers,2002,61961,17
Minnesota Vikings,2002,60233,17
New England Patriots,2002,68436,17
New Orleans Saints,2002,66946,17
New York Giants,2002,78782,17
New York Jets,2002,78733,17
Oakland Raiders,2002,62078,17
Philadelphia Eagles,2002,78782,17
Miami Dolphins,2002,68436,17
San Diego Chargers,2002,52159,17
San Francisco 49ers,2002,66118,17
Seattle Seahawks,2002,52159,17
St. Louis Rams,2002,66118,17
Tampa Bay Buccaneers,2002,55832,17
Washington Redskins,2002,84982,2
Tennessee Titans,2002,62527,2
Arizona Cardinals,2002,63104,2
Dallas Cowboys,2002,62527,2
Cleveland Browns,2002,73358,2
Cincinnati Bengals,2002,73358,2
Chicago Bears,2002,68081,2
Carolina Panthers,2002,71951,2
Buffalo Bills,2002,64047,2
Atlanta Falcons,2002,68081,2
Baltimore Ravens,2002,69304,2
Denver Broncos,2002,67685,2
Detroit Lions,2002,71951,2
Green Bay Packers,2002,67958,2
Houston Texans,2002,56098,2
Indianapolis Colts,2002,56650,2
Kansas City Chiefs,2002,77934,2
Jacksonville Jaguars,2002,77934,2
Pittsburgh Steelers,2002,62260,2
Minnesota Vikings,2002,64047,2
New England Patriots,2002,78726,2
New Orleans Saints,2002,67958,2
New York Giants,2002,65932,2
New York Jets,2002,78726,2
Oakland Raiders,2002,62260,2
Philadelphia Eagles,2002,84982,2
Miami Dolphins,2002,56650,2
San Diego Chargers,2002,56098,2
San Francisco 49ers,2002,67685,2
Seattle Seahawks,2002,63104,2
St. Louis Rams,2002,65932,2
Tampa Bay Buccaneers,2002,69304,2
Washington Redskins,2002,67541,3
Tennessee Titans,2002,68804,3
Arizona Cardinals,2002,28980,3
Dallas Cowboys,2002,65537,3
Cleveland Browns,2002,68804,3
Cincinnati Bengals,2002,68129,3
Chicago Bears,2002,63216,3
Carolina Panthers,2002,63945,3
Buffalo Bills,2002,75359,3
Atlanta Falcons,2002,68129,3
Baltimore Ravens,2002,Bye,3
Denver Broncos,2002,75359,3
Detroit Lions,2002,61505,3
Green Bay Packers,2002,61505,3
Houston Texans,2002,69204,3
Indianapolis Colts,2002,69204,3
Kansas City Chiefs,2002,68436,3
Jacksonville Jaguars,2002,Bye,3
Pittsburgh Steelers,2002,Bye,3
Minnesota Vikings,2002,63945,3
New England Patriots,2002,68436,3
New Orleans Saints,2002,63216,3
New York Giants,2002,78551,3
New York Jets,2002,73426,3
Oakland Raiders,2002,Bye,3
Philadelphia Eagles,2002,65537,3
Miami Dolphins,2002,73426,3
San Diego Chargers,2002,28980,3
San Francisco 49ers,2002,67541,3
Seattle Seahawks,2002,78551,3
St. Louis Rams,2002,65652,3
Tampa Bay Buccaneers,2002,65652,3
Washington Redskins,2002,Bye,4
Tennessee Titans,2002,58719,4
Arizona Cardinals,2002,30014,4
Dallas Cowboys,2002,66165,4
Cleveland Browns,2002,62864,4
Cincinnati Bengals,2002,57234,4
Chicago Bears,2002,72780,4
Carolina Panthers,2002,63329,4
Buffalo Bills,2002,72780,4
Atlanta Falcons,2002,Bye,4
Baltimore Ravens,2002,69538,4
Denver Broncos,2002,69538,4
Detroit Lions,2002,60023,4
Green Bay Packers,2002,63329,4
Houston Texans,2002,64867,4
Indianapolis Colts,2002,Bye,4
Kansas City Chiefs,2002,78178,4
Jacksonville Jaguars,2002,55670,4
Pittsburgh Steelers,2002,62864,4
Minnesota Vikings,2002,65212,4
New England Patriots,2002,66463,4
New Orleans Saints,2002,60023,4
New York Giants,2002,30014,4
New York Jets,2002,55670,4
Oakland Raiders,2002,58719,4
Philadelphia Eagles,2002,64867,4
Miami Dolphins,2002,78178,4
San Diego Chargers,2002,66463,4
San Francisco 49ers,2002,Bye,4
Seattle Seahawks,2002,65212,4
St. Louis Rams,2002,66165,4
Tampa Bay Buccaneers,2002,57234,4
Washington Redskins,2002,68804,5
Tennessee Titans,2002,68804,5
Arizona Cardinals,2002,72286,5
Dallas Cowboys,2002,63447,5
Cleveland Browns,2002,73688,5
Cincinnati Bengals,2002,56570,5
Chicago Bears,2002,63226,5
Carolina Panthers,2002,72286,5
Buffalo Bills,2002,73038,5
Atlanta Falcons,2002,68936,5
Baltimore Ravens,2002,73688,5
Denver Broncos,2002,75065,5
Detroit Lions,2002,Bye,5
Green Bay Packers,2002,63226,5
Houston Texans,2002,Bye,5
Indianapolis Colts,2002,56570,5
Kansas City Chiefs,2002,78149,5
Jacksonville Jaguars,2002,65005,5
Pittsburgh Steelers,2002,67734,5
Minnesota Vikings,2002,Bye,5
New England Patriots,2002,73369,5
New Orleans Saints,2002,67734,5
New York Giants,2002,63447,5
New York Jets,2002,78149,5
Oakland Raiders,2002,73038,5
Philadelphia Eagles,2002,65005,5
Miami Dolphins,2002,73369,5
San Diego Chargers,2002,75065,5
San Francisco 49ers,2002,67853,5
Seattle Seahawks,2002,Bye,5
St. Louis Rams,2002,67853,5
Tampa Bay Buccaneers,2002,68936,5
Washington Redskins,2002,80768,6
Tennessee Titans,2002,68804,6
Arizona Cardinals,2002,Bye,6
Dallas Cowboys,2002,61773,6
Cleveland Browns,2002,65627,6
Cincinnati Bengals,2002,63900,6
Chicago Bears,2002,Bye,6
Carolina Panthers,2002,61773,6
Buffalo Bills,2002,70120,6
Atlanta Falcons,2002,78728,6
Baltimore Ravens,2002,56174,6
Denver Broncos,2002,75941,6
Detroit Lions,2002,64013,6
Green Bay Packers,2002,68436,6
Houston Texans,2002,70120,6
Indianapolis Colts,2002,56174,6
Kansas City Chiefs,2002,58995,6
Jacksonville Jaguars,2002,68804,6
Pittsburgh Steelers,2002,63900,6
Minnesota Vikings,2002,64013,6
New England Patriots,2002,68436,6
New Orleans Saints,2002,80768,6
New York Giants,2002,78728,6
New York Jets,2002,Bye,6
Oakland Raiders,2002,66070,6
Philadelphia Eagles,2002,Bye,6
Miami Dolphins,2002,75941,6
San Diego Chargers,2002,58995,6
San Francisco 49ers,2002,66420,6
Seattle Seahawks,2002,66420,6
St. Louis Rams,2002,66070,6
Tampa Bay Buccaneers,2002,65627,6
Washington Redskins,2002,63363,7
Tennessee Titans,2002,Bye,7
Arizona Cardinals,2002,59702,7
Dallas Cowboys,2002,59702,7
Cleveland Browns,2002,73248,7
Cincinnati Bengals,2002,Bye,7
Chicago Bears,2002,60421,7
Carolina Panthers,2002,68056,7
Buffalo Bills,2002,73180,7
Atlanta Falcons,2002,68056,7
Baltimore Ravens,2002,69173,7
Denver Broncos,2002,78446,7
Detroit Lions,2002,60421,7
Green Bay Packers,2002,63363,7
Houston Texans,2002,73248,7
Indianapolis Colts,2002,62800,7
Kansas City Chiefs,2002,78446,7
Jacksonville Jaguars,2002,69173,7
Pittsburgh Steelers,2002,62800,7
Minnesota Vikings,2002,78516,7
New England Patriots,2002,Bye,7
New Orleans Saints,2002,67903,7
New York Giants,2002,Bye,7
New York Jets,2002,78516,7
Oakland Raiders,2002,60974,7
Philadelphia Eagles,2002,65523,7
Miami Dolphins,2002,73180,7
San Diego Chargers,2002,60974,7
San Francisco 49ers,2002,67903,7
Seattle Seahawks,2002,65931,7
St. Louis Rams,2002,65931,7
Tampa Bay Buccaneers,2002,65523,7
Washington Redskins,2002,80169,8
Tennessee Titans,2002,52822,8
Arizona Cardinals,2002,67173,8
Dallas Cowboys,2002,63854,8
Cleveland Browns,2002,78502,8
Cincinnati Bengals,2002,52822,8
Chicago Bears,2002,64122,8
Carolina Panthers,2002,72892,8
Buffalo Bills,2002,72710,8
Atlanta Falcons,2002,67883,8
Baltimore Ravens,2002,69638,8
Denver Broncos,2002,68436,8
Detroit Lions,2002,72710,8
Green Bay Packers,2002,Bye,8
Houston Texans,2002,53721,8
Indianapolis Colts,2002,80169,8
Kansas City Chiefs,2002,78685,8
Jacksonville Jaguars,2002,53721,8
Pittsburgh Steelers,2002,69638,8
Minnesota Vikings,2002,64122,8
New England Patriots,2002,68436,8
New Orleans Saints,2002,67883,8
New York Giants,2002,65791,8
New York Jets,2002,78502,8
Oakland Raiders,2002,78685,8
Philadelphia Eagles,2002,65791,8
Miami Dolphins,2002,Bye,8
San Diego Chargers,2002,Bye,8
San Francisco 49ers,2002,67173,8
Seattle Seahawks,2002,63854,8
St. Louis Rams,2002,Bye,8
Tampa Bay Buccaneers,2002,72892,8
Washington Redskins,2002,64325,9
Tennessee Titans,2002,56752,9
Arizona Cardinals,2002,47819,9
Dallas Cowboys,2002,61789,9
Cleveland Browns,2002,73718,9
Cincinnati Bengals,2002,69827,9
Chicago Bears,2002,54049,9
Carolina Panthers,2002,Bye,9
Buffalo Bills,2002,73448,9
Atlanta Falcons,2002,68532,9
Baltimore Ravens,2002,68532,9
Denver Broncos,2002,Bye,9
Detroit Lions,2002,61789,9
Green Bay Packers,2002,63284,9
Houston Texans,2002,69827,9
Indianapolis Colts,2002,56752,9
Kansas City Chiefs,2002,Bye,9
Jacksonville Jaguars,2002,78337,9
Pittsburgh Steelers,2002,73718,9
